,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2013-01-05,Locked Out Of Heaven,Bruno Mars,1,1,12
2,2013-01-05,Diamonds,Rihanna,2,1,13
3,2013-01-05,Ho Hey,The Lumineers,3,3,29
4,2013-01-05,I Knew You Were Trouble.,Taylor Swift,10,3,10
5,2013-01-05,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,7,5,11
6,2013-01-05,Die Young,Ke$ha,4,2,13
7,2013-01-05,One More Night,Maroon 5,5,1,27
8,2013-01-05,I Cry,Flo Rida,6,6,13
9,2013-01-05,Home,Phillip Phillips,8,7,26
10,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,13,10,12
11,2013-01-05,Don't You Worry Child,Swedish House Mafia Featuring John Martin,12,11,14
12,2013-01-05,Scream & Shout,will.i.am & Britney Spears,15,12,4
13,2013-01-05,Try,P!nk,14,13,9
14,2013-01-05,Some Nights,fun.,9,3,44
15,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,11,6,21
16,2013-01-05,Girl On Fire,Alicia Keys Featuring Nicki Minaj,16,11,16
17,2013-01-05,The A Team,Ed Sheeran,17,17,24
18,2013-01-05,It's Time,Imagine Dragons,19,18,29
19,2013-01-05,Gangnam Style,PSY,18,2,16
20,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,21,17,19
21,2013-01-05,All I Want For Christmas Is You,Mariah Carey,25,21,4
22,2013-01-05,Cruise,Florida Georgia Line Featuring Nelly,20,16,19
23,2013-01-05,Clique,"Kanye West, Jay-Z, Big Sean",22,12,16
24,2013-01-05,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",32,24,8
25,2013-01-05,Adorn,Miguel,23,17,21
26,2013-01-05,Sweet Nothing,Calvin Harris Featuring Florence Welch,33,26,7
27,2013-01-05,Don't Stop The Party,Pitbull Featuring TJR,30,27,10
28,2013-01-05,Too Close,Alex Clare,24,7,39
29,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,27,1,20
30,2013-01-05,Catch My Breath,Kelly Clarkson,49,30,9
31,2013-01-05,Va Va Voom,Nicki Minaj,26,22,10
32,2013-01-05,Little Talks,Of Monsters And Men,31,31,31
33,2013-01-05,I'm Different,2 Chainz,42,33,6
34,2013-01-05,No Worries,Lil Wayne Featuring Detail,39,34,16
35,2013-01-05,As Long As You Love Me,Justin Bieber Featuring Big Sean,28,6,27
36,2013-01-05,Wanted,Hunter Hayes,37,16,35
37,2013-01-05,Hall Of Fame,The Script Featuring will.i.am,38,36,13
38,2013-01-05,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,35,29,15
39,2013-01-05,I Will Wait,Mumford & Sons,34,23,20
40,2013-01-05,Thinkin Bout You,Frank Ocean,36,32,24
41,2013-01-05,Little Things,One Direction,46,41,6
42,2013-01-05,Don't Wake Me Up,Chris Brown,29,10,26
43,2013-01-05,Call Me Maybe,Carly Rae Jepsen,45,1,44
44,2013-01-05,Better Dig Two,The Band Perry,41,40,8
45,2013-01-05,Lights,Ellie Goulding,43,2,53
46,2013-01-05,Daylight,Maroon 5,58,46,3
47,2013-01-05,Blow Me (One Last Kiss),P!nk,44,5,25
48,2013-01-05,Anything Could Happen,Ellie Goulding,47,47,11
49,2013-01-05,Somebody That I Used To Know,Gotye Featuring Kimbra,48,1,51
50,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,54,50,12
51,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,50,48,11
52,2013-01-05,Radioactive,Imagine Dragons,55,52,17
53,2013-01-05,Feel Again,OneRepublic,52,36,17
54,2013-01-05,Til My Last Day,Justin Moore,53,51,15
55,2013-01-05,How Country Feels,Randy Houser,57,55,12
56,2013-01-05,Beer Money,Kip Moore,51,51,14
57,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,60,57,7
58,2013-01-05,Wicked Games,The Weeknd,61,58,8
59,2013-01-05,Birthday Song,2 Chainz Featuring Kanye West,62,47,20
60,2013-01-05,Cry,Cassadee Pope,,,
61,2013-01-05,Ball,T.I. Featuring Lil Wayne,64,50,10
62,2013-01-05,When I Was Your Man,Bruno Mars,,62,2
63,2013-01-05,Madness,Muse,65,60,18
64,2013-01-05,Remember You,Wiz Khalifa Featuring The Weeknd,63,63,5
65,2013-01-05,Kiss Tomorrow Goodbye,Luke Bryan,59,29,18
66,2013-01-05,Tornado,Little Big Town,66,66,7
67,2013-01-05,Don't Judge Me,Chris Brown,68,67,8
68,2013-01-05,Creepin',Eric Church,56,56,18
69,2013-01-05,Somebody's Heartbreak,Hunter Hayes,73,69,5
