,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2016-01-02,Hello,Adele,1,1,8
2,2016-01-02,Sorry,Justin Bieber,2,2,8
3,2016-01-02,Hotline Bling,Drake,3,2,20
4,2016-01-02,Love Yourself,Justin Bieber,5,4,5
5,2016-01-02,What Do You Mean?,Justin Bieber,4,1,16
6,2016-01-02,Same Old Love,Selena Gomez,9,6,14
7,2016-01-02,The Hills,The Weeknd,6,1,30
8,2016-01-02,Here,Alessia Cara,8,8,20
9,2016-01-02,Stitches,Shawn Mendes,7,4,30
10,2016-01-02,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,8,24
11,2016-01-02,679,Fetty Wap Featuring Remy Boyz,11,4,25
12,2016-01-02,In The Night,The Weeknd,19,12,6
13,2016-01-02,Jumpman,Drake & Future,14,12,13
14,2016-01-02,On My Mind,Ellie Goulding,13,13,13
15,2016-01-02,Can't Feel My Face,The Weeknd,15,1,28
16,2016-01-02,Antidote,Travis Scott,16,16,15
17,2016-01-02,Ex's & Oh's,Elle King,12,10,24
18,2016-01-02,All I Want For Christmas Is You,Mariah Carey,22,18,13
19,2016-01-02,Stressed Out,twenty one pilots,28,19,13
20,2016-01-02,Don't,Bryson Tiller,20,20,12
21,2016-01-02,Die A Happy Man,Thomas Rhett,25,21,13
22,2016-01-02,White Iverson,Post Malone,23,22,15
23,2016-01-02,Wildest Dreams,Taylor Swift,18,5,17
24,2016-01-02,Mary Did You Know,Jordan Smith,,,
25,2016-01-02,Lean On,Major Lazer & DJ Snake Featuring MO,17,4,37
26,2016-01-02,Roses,The Chainsmokers Featuring Rozes,29,26,9
27,2016-01-02,Watch Me,Silento,26,3,43
28,2016-01-02,Say It,Tory Lanez,30,28,9
29,2016-01-02,Burning House,Cam,47,29,23
30,2016-01-02,Confident,Demi Lovato,31,21,11
31,2016-01-02,Trap Queen,Fetty Wap,27,2,48
32,2016-01-02,Perfect,One Direction,32,10,9
33,2016-01-02,Focus,Ariana Grande,24,7,7
34,2016-01-02,Break Up In A Small Town,Sam Hunt,34,32,11
35,2016-01-02,Where Ya At,Future Featuring Drake,35,28,22
36,2016-01-02,No Role Modelz,J. Cole,37,36,18
37,2016-01-02,Locked Away,R. City Featuring Adam Levine,33,6,22
38,2016-01-02,Rockin' Around The Christmas Tree,Brenda Lee,44,14,14
39,2016-01-02,Where Are U Now,Skrillex & Diplo With Justin Bieber,38,8,42
40,2016-01-02,"Me, Myself & I",G-Eazy x Bebe Rexha,36,36,7
41,2016-01-02,Hide Away,Daya,48,41,13
42,2016-01-02,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,41
43,2016-01-02,Good For You,Selena Gomez Featuring A$AP Rocky,40,5,26
44,2016-01-02,Adventure Of A Lifetime,Coldplay,39,39,6
45,2016-01-02,Again,Fetty Wap,42,33,19
46,2016-01-02,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,52,46,5
47,2016-01-02,Cake By The Ocean,DNCE,63,47,9
48,2016-01-02,Exchange,Bryson Tiller,53,48,8
49,2016-01-02,Cheerleader,OMI,43,1,35
50,2016-01-02,Drag Me Down,One Direction,46,3,20
51,2016-01-02,My House,Flo Rida,55,51,6
52,2016-01-02,Hit The Quan,iLoveMemphis,45,15,18
53,2016-01-02,Back Up,DeJ Loaf Featuring Big Sean,49,47,11
54,2016-01-02,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,57,22,6
55,2016-01-02,When We Were Young,Adele,78,22,4
56,2016-01-02,Burning House,Emily Ann Roberts,,,
57,2016-01-02,Down In The DM,Yo Gotti Featuring Nicki Minaj,68,57,3
58,2016-01-02,Stay A Little Longer,Brothers Osborne,59,58,11
59,2016-01-02,I'll Show You,Justin Bieber,51,19,7
60,2016-01-02,One Call Away,Charlie Puth,75,60,3
61,2016-01-02,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,67,61,4
62,2016-01-02,Hands To Myself,Selena Gomez,77,62,2
63,2016-01-02,Gonna,Blake Shelton,54,54,14
64,2016-01-02,Back To Sleep,Chris Brown,,,
65,2016-01-02,The Fix,Nelly Featuring Jeremih,62,62,12
66,2016-01-02,Gonna Know We Were Here,Jason Aldean,65,62,10
67,2016-01-02,Used To Love You,Gwen Stefani,56,52,5
68,2016-01-02,Do It Like Me,DLOW,60,45,6
69,2016-01-02,You Should Be Here,Cole Swindell,,,
70,2016-01-02,Big Rings,Drake & Future,64,52,13
71,2016-01-02,I Got The Boy,Jana Kramer,71,71,10
72,2016-01-02,Climb Every Mountain,Jordan Smith,,,
73,2016-01-02,I Love This Life,LOCASH,74,73,8
74,2016-01-02,Back To Back,Drake,66,21,20
75,2016-01-02,Lay It All On Me,Rudimental Featuring Ed Sheeran,58,48,11
76,2016-01-02,Top Of The World,Tim McGraw,73,73,10
77,2016-01-02,Stand By You,Rachel Platten,61,61,5
78,2016-01-02,Best Friend,Young Thug,72,72,4
79,2016-01-02,Irresistible,Fall Out Boy,84,77,5
80,2016-01-02,New Americana,Halsey,82,80,12
81,2016-01-02,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,87,71,8
82,2016-01-02,The Feeling,Justin Bieber Featuring Halsey,70,31,5
83,2016-01-02,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,81,63,14
84,2016-01-02,Come Get Her,Rae Sremmurd,79,56,14
85,2016-01-02,Nothin' Like You,Dan + Shay,69,51,19
86,2016-01-02,Good To Be Alive (Hallelujah),Andy Grammer,,,
87,2016-01-02,Dibs,Kelsea Ballerini,86,86,7
88,2016-01-02,Strip It Down,Luke Bryan,80,30,20
89,2016-01-02,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",76,12,17
90,2016-01-02,God Only Knows,Jordan Smith & Adam Levine,,,
91,2016-01-02,Backroad Song,Granger Smith,93,91,2
