,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1999-01-02,I'm Your Angel,R. Kelly & Celine Dion,1,1,5
2,1999-01-02,Nobody's Supposed To Be Here,Deborah Cox,2,2,14
3,1999-01-02,Lately,Divine,3,1,17
4,1999-01-02,...Baby One More Time,Britney Spears,5,4,7
5,1999-01-02,Because Of You,98 Degrees,6,3,14
6,1999-01-02,From This Moment On,Shania Twain,4,4,5
7,1999-01-02,Doo Wop (That Thing),Lauryn Hill,7,1,8
8,1999-01-02,Trippin',Total Featuring Missy Elliott,12,8,9
9,1999-01-02,Have You Ever?,Brandy,9,9,5
10,1999-01-02,Love Like This,Faith Evans,8,7,8
11,1999-01-02,Goodbye,Spice Girls,11,11,2
12,1999-01-02,Lullaby,Shawn Mullins,10,8,5
13,1999-01-02,Save Tonight,Eagle-Eye Cherry,13,12,5
14,1999-01-02,This Kiss,Faith Hill,14,7,42
15,1999-01-02,Hands,Jewel,15,15,5
16,1999-01-02,Slide,Goo Goo Dolls,17,16,5
17,1999-01-02,Jumper,Third Eye Blind,16,15,5
18,1999-01-02,Love Me,112 Featuring Mase,21,17,11
19,1999-01-02,I Don't Want To Miss A Thing,Mark Chesnutt,47,19,3
20,1999-01-02,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,20,20,14
21,1999-01-02,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,46,21,7
22,1999-01-02,Iris,Goo Goo Dolls,18,9,5
23,1999-01-02,The First Night,Monica,19,1,21
24,1999-01-02,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink,25,24,5
25,1999-01-02,Angel,Sarah McLachlan,28,25,5
26,1999-01-02,I'll Be,Edwin McCain,22,5,15
27,1999-01-02,My Favorite Mistake,Sheryl Crow,24,20,5
28,1999-01-02,How Deep Is Your Love,Dru Hill Featuring Redman,23,3,13
29,1999-01-02,Miami,Will Smith,30,29,5
30,1999-01-02,Pushin' Weight,Ice Cube Featuring Mr. Short Khop,42,28,10
31,1999-01-02,These Are The Times,Dru Hill,36,31,5
32,1999-01-02,Thank U,Alanis Morissette,26,17,5
33,1999-01-02,Touch It,Monifah,33,9,22
34,1999-01-02,Inside Out,Eve 6,31,28,5
35,1999-01-02,(God Must Have Spent) A Little More Time On You,'N Sync,34,34,5
36,1999-01-02,Angel Of Mine,Monica,37,36,5
37,1999-01-02,One Week,Barenaked Ladies,27,1,14
38,1999-01-02,Hard Knock Life (Ghetto Anthem),JAY-Z,35,32,9
39,1999-01-02,Too Close,Next,32,1,47
40,1999-01-02,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant,43,40,5
41,1999-01-02,All The Places (I Will Kiss You),Aaron Hall,45,26,12
42,1999-01-02,You're Beginning To Get To Me,Clay Walker,39,39,5
43,1999-01-02,The Power Of Good-Bye,Madonna,41,11,12
44,1999-01-02,Changes,2Pac,38,38,5
45,1999-01-02,There You Have It,BlackHawk,48,45,5
46,1999-01-02,Someone You Used To Know,Collin Raye,40,37,7
47,1999-01-02,Are You That Somebody?,Aaliyah,29,21,5
48,1999-01-02,Wrong Again,Martina McBride,49,48,5
49,1999-01-02,You're Easy On The Eyes,Terri Clark,44,40,5
50,1999-01-02,You Get What You Give,New Radicals,52,47,5
51,1999-01-02,Right On The Money,Alan Jackson,51,48,5
52,1999-01-02,Fly Away,Lenny Kravitz,53,45,5
53,1999-01-02,For You I Will,Aaron Tippin,54,52,13
54,1999-01-02,No Place That Far,Sara Evans,66,54,4
55,1999-01-02,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,57,55,5
56,1999-01-02,Come And Get With Me,Keith Sweat Featuring Snoop Dogg,62,12,11
57,1999-01-02,Pretty Fly (For A White Guy),The Offspring,59,57,5
58,1999-01-02,Believe,Cher,77,58,3
59,1999-01-02,Rosa Parks,OutKast,58,58,5
60,1999-01-02,Husbands And Wives,Brooks & Dunn,50,36,5
61,1999-01-02,For A Little While,Tim McGraw,60,60,5
62,1999-01-02,Let Me Let Go,Faith Hill,55,33,5
63,1999-01-02,Stand Beside Me,Jo Dee Messina,65,63,4
64,1999-01-02,When You Believe,Whitney Houston & Mariah Carey,56,51,5
65,1999-01-02,Hold On To Me,John Michael Montgomery,68,65,5
66,1999-01-02,It's All Been Done,Barenaked Ladies,74,66,2
67,1999-01-02,Sweetest Thing,U2,69,63,5
68,1999-01-02,Fly (The Angel Song),The Wilkinsons,75,68,4
69,1999-01-02,Wherever You Go,Voices Of Theory,71,36,12
70,1999-01-02,When A Woman's Fed Up,R. Kelly,79,70,2
71,1999-01-02,Wrong Night,Reba,73,71,4
72,1999-01-02,Unbelievable,Diamond Rio,76,72,3
73,1999-01-02,Westside,TQ,61,12,14
74,1999-01-02,It's The Things You Do,Five,91,53,8
75,1999-01-02,What It's Like,Everlast,80,75,3
76,1999-01-02,Back 2 Good,matchbox 20,85,76,2
77,1999-01-02,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,84,77,2
78,1999-01-02,Wide Open Spaces,Dixie Chicks,67,41,18
79,1999-01-02,"Luv Me, Luv Me",Shaggy Featuring Janet,83,76,3
80,1999-01-02,The Chanukah Song,Adam Sandler,,,
81,1999-01-02,Angel In Disguise,Brandy,82,75,5
82,1999-01-02,I Don't Want To Miss A Thing,Aerosmith,72,1,18
83,1999-01-02,Father Of Mine,Everclear,78,77,5
84,1999-01-02,Never There,Cake,81,81,5
85,1999-01-02,It Must Be Love,Ty Herndon,63,38,5
86,1999-01-02,Faded Pictures,Case & Joe,86,86,2
87,1999-01-02,Home Alone,R. Kelly Featuring Keith Murray,70,65,5
88,1999-01-02,Hooch,Everything,87,69,5
89,1999-01-02,We Really Shouldn't Be Doing This,George Strait,64,44,5
90,1999-01-02,Fire Escape,Fastball,88,86,5
