,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,2006-01-07,Don't Forget About Us,Mariah Carey,1,1,12
2,2006-01-07,Run It!,Chris Brown,2,1,20
3,2006-01-07,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",3,3,8
4,2006-01-07,Laffy Taffy,D4L,4,2,15
5,2006-01-07,Photograph,Nickelback,6,2,18
6,2006-01-07,Stickwitu,The Pussycat Dolls,5,5,12
7,2006-01-07,Check On It,Beyonce Featuring Slim Thug,8,7,8
8,2006-01-07,Gold Digger,Kanye West Featuring Jamie Foxx,7,1,24
9,2006-01-07,There It Go! (The Whistle Song),Juelz Santana,10,9,13
10,2006-01-07,My Humps,The Black Eyed Peas,11,3,21
11,2006-01-07,Because Of You,Kelly Clarkson,9,7,19
12,2006-01-07,Be Without You,Mary J. Blige,20,12,7
13,2006-01-07,One Wish,Ray J,12,12,14
14,2006-01-07,Soul Survivor,Young Jeezy Featuring Akon,14,4,19
15,2006-01-07,"Dance, Dance",Fall Out Boy,24,15,10
16,2006-01-07,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,15,16
17,2006-01-07,"Sugar, We're Goin' Down",Fall Out Boy,22,8,28
18,2006-01-07,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,13,13,16
19,2006-01-07,When I'm Gone,Eminem,16,8,7
20,2006-01-07,I'm Sprung,T-Pain,17,8,20
21,2006-01-07,Dirty Little Secret,The All-American Rejects,27,21,22
22,2006-01-07,We Be Burnin',Sean Paul,19,6,17
23,2006-01-07,Hung Up,Madonna,21,7,10
24,2006-01-07,You're Beautiful,James Blunt,23,22,9
25,2006-01-07,So Sick,Ne-Yo,26,25,5
26,2006-01-07,Unpredictable,Jamie Foxx Featuring Ludacris,47,26,6
27,2006-01-07,Here We Go,Trina Featuring Kelly Rowland,18,17,14
28,2006-01-07,Luxurious,Gwen Stefani,25,21,10
29,2006-01-07,Beverly Hills,Weezer,37,10,39
30,2006-01-07,You And Me,Lifehouse,29,5,47
31,2006-01-07,Wake Me Up When September Ends,Green Day,33,6,23
32,2006-01-07,Feel Good Inc,Gorillaz,30,14,33
33,2006-01-07,"Jesus, Take The Wheel",Carrie Underwood,31,31,8
34,2006-01-07,Honky Tonk Badonkadonk,Trace Adkins,38,34,10
35,2006-01-07,Heard 'Em Say,Kanye West Featuring Adam Levine,28,26,11
36,2006-01-07,If It's Lovin' That You Want,Rihanna,36,36,12
37,2006-01-07,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,45,2,36
38,2006-01-07,Fireman,Lil Wayne,32,32,8
39,2006-01-07,Kryptonite (I'm On It),Purple Ribbon All-Stars,35,35,7
40,2006-01-07,Unwritten,Natasha Bedingfield,51,40,5
41,2006-01-07,Turn It Up,Chamillionaire Featuring Lil' Flip,43,41,10
42,2006-01-07,Shake It Off,Mariah Carey,41,2,24
43,2006-01-07,Georgia,Ludacris & Field Mob Featuring Jamie Foxx,48,43,2
44,2006-01-07,We Belong Together,Mariah Carey,50,1,39
45,2006-01-07,Must Be Doin' Somethin' Right,Billy Currington,39,39,12
46,2006-01-07,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",64,46,4
47,2006-01-07,I Should Have Cheated,Keyshia Cole,34,30,14
48,2006-01-07,Better Days,Goo Goo Dolls,57,36,14
49,2006-01-07,Come A Little Closer,Dierks Bentley,40,31,16
50,2006-01-07,Tequila Makes Her Clothes Fall Off,Joe Nichols,44,32,13
51,2006-01-07,Window Shopper,50 Cent,46,20,9
52,2006-01-07,Girl Tonite,Twista Featuring Trey Songz,42,14,18
53,2006-01-07,Everytime We Touch,Cascada,55,53,4
54,2006-01-07,Shake That,Eminem Featuring Nate Dogg,52,52,3
55,2006-01-07,Unbreakable,Alicia Keys,49,34,15
56,2006-01-07,L.O.V.E.,Ashlee Simpson,76,56,3
57,2006-01-07,Boondocks,Little Big Town,58,56,11
58,2006-01-07,Like We Never Loved At All,Faith Hill,53,45,14
59,2006-01-07,She Let Herself Go,George Strait,54,54,10
60,2006-01-07,Hypnotize,System Of A Down,63,60,9
61,2006-01-07,Pump It,The Black Eyed Peas,70,61,5
62,2006-01-07,Perfect Situation,Weezer,81,62,3
63,2006-01-07,Soul Meets Body,Death Cab For Cutie,60,60,14
64,2006-01-07,Shake,Ying Yang Twins Featuring Pitbull,71,41,19
65,2006-01-07,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,62,62,6
66,2006-01-07,Who You'd Be Today,Kenny Chesney,56,37,14
67,2006-01-07,Touch It,Busta Rhymes,67,67,3
68,2006-01-07,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,73,68,3
69,2006-01-07,Rodeo,Juvenile,72,69,5
70,2006-01-07,Bat Country,Avenged Sevenfold,78,70,9
71,2006-01-07,Yo (Excuse Me Miss),Chris Brown,89,71,2
72,2006-01-07,Rompe,Daddy Yankee,66,66,6
73,2006-01-07,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,87,73,2
74,2006-01-07,Twisted Transistor,Korn,65,64,7
75,2006-01-07,Boyfriend,Ashlee Simpson,92,19,16
76,2006-01-07,Have A Nice Day,Bon Jovi,99,53,11
77,2006-01-07,Gotta Go,Trey Songz,68,67,6
78,2006-01-07,DOA,Foo Fighters,82,68,9
79,2006-01-07,Miss Me Baby,Chris Cagle,69,67,10
80,2006-01-07,Don't Bother,Shakira,61,42,8
81,2006-01-07,Better Life,Keith Urban,75,44,18
82,2006-01-07,Save Me,Shinedown,80,72,8
83,2006-01-07,Remedy,Seether,94,83,4
84,2006-01-07,Good Ride Cowboy,Garth Brooks,59,59,12
85,2006-01-07,Just Might (Make Me Believe),Sugarland,79,75,6
86,2006-01-07,Kerosene,Miranda Lambert,90,86,3
87,2006-01-07,Looking For You,Kirk Franklin,83,74,5
88,2006-01-07,More Than Words,Frankie J,84,25,17
89,2006-01-07,Seasons Of Love,Cast Of Rent,74,33,10
90,2006-01-07,Tonight I Wanna Cry,Keith Urban,86,86,2
91,2006-01-07,Believe,Brooks & Dunn,95,91,3
92,2006-01-07,Who I Am Hates Who I've Been,Relient K,,,
93,2006-01-07,Presidential,YoungBloodZ,91,81,11
94,2006-01-07,Hit The Floor,Twista Featuring Pitbull,96,94,4
95,2006-01-07,My Old Friend,Tim McGraw,88,87,6
96,2006-01-07,Rakata,Wisin & Yandel,85,85,5
97,2006-01-07,Dare,Gorillaz Featuring Shaun Ryder,,,
98,2006-01-07,Skin (Sarabeth),Rascal Flatts,,42,15
99,2006-01-07,My Hood,Young Jeezy,,,
100,2006-01-07,Your Man,Josh Turner,93,93,3
1,2006-01-14,Laffy Taffy,D4L,4,1,16
2,2006-01-14,Run It!,Chris Brown,2,1,21
3,2006-01-14,Photograph,Nickelback,5,2,19
4,2006-01-14,Gold Digger,Kanye West Featuring Jamie Foxx,8,1,25
5,2006-01-14,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",3,3,9
6,2006-01-14,My Humps,The Black Eyed Peas,10,3,22
7,2006-01-14,Don't Forget About Us,Mariah Carey,1,1,13
8,2006-01-14,Stickwitu,The Pussycat Dolls,6,5,13
9,2006-01-14,"Dance, Dance",Fall Out Boy,15,9,11
10,2006-01-14,Check On It,Beyonce Featuring Slim Thug,7,7,9
11,2006-01-14,Dirty Little Secret,The All-American Rejects,21,11,23
12,2006-01-14,There It Go! (The Whistle Song),Juelz Santana,9,9,14
13,2006-01-14,"Sugar, We're Goin' Down",Fall Out Boy,17,8,29
14,2006-01-14,Soul Survivor,Young Jeezy Featuring Akon,14,4,20
15,2006-01-14,Beverly Hills,Weezer,29,10,40
16,2006-01-14,Because Of You,Kelly Clarkson,11,7,20
17,2006-01-14,When I'm Gone,Eminem,19,8,8
18,2006-01-14,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,18,13,17
19,2006-01-14,Wake Me Up When September Ends,Green Day,31,6,24
20,2006-01-14,We Be Burnin',Sean Paul,22,6,18
21,2006-01-14,One Wish,Ray J,13,12,15
22,2006-01-14,I'm Sprung,T-Pain,20,8,21
23,2006-01-14,Hung Up,Madonna,23,7,11
24,2006-01-14,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",16,15,17
25,2006-01-14,You're Beautiful,James Blunt,24,22,10
26,2006-01-14,You And Me,Lifehouse,30,5,48
27,2006-01-14,Be Without You,Mary J. Blige,12,12,8
28,2006-01-14,Feel Good Inc,Gorillaz,32,14,34
