,Week,Song,Artist,Last week,Peak position,Weeks on chart
32,1990-01-27,No More Lies,Michel'le,36,32,11
33,1990-01-27,Just Like Jesse James,Cher,19,8,15
34,1990-01-27,Roam,The B-52s,38,34,6
35,1990-01-27,This One's For The Children,New Kids On The Block,17,7,12
36,1990-01-27,I Go To Extremes,Billy Joel,46,36,3
37,1990-01-27,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,43,37,7
38,1990-01-27,We Didn't Start The Fire,Billy Joel,27,1,16
39,1990-01-27,Woman In Chains,Tears For Fears,42,39,9
40,1990-01-27,Too Late To Say Goodbye,Richard Marx,49,40,2
41,1990-01-27,Principal's Office,Young M.C.,33,33,10
42,1990-01-27,Blame It On The Rain,Milli Vanilli,34,1,17
43,1990-01-27,Sometimes She Cries,Warrant,52,43,4
44,1990-01-27,I Want You,Shana,41,40,17
45,1990-01-27,Bust A Move,Young M.C.,45,7,27
46,1990-01-27,Nothin' To Hide,Poco,39,39,9
47,1990-01-27,If You Leave Me Now,Jaya,50,47,16
48,1990-01-27,Here And Now,Luther Vandross,53,48,6
49,1990-01-27,Love Shack,The B-52s,40,3,22
50,1990-01-27,No Myth,Michael Penn,66,50,4
51,1990-01-27,Personal Jesus,Depeche Mode,59,51,8
52,1990-01-27,Electric Boogie,Marcia Griffiths,51,51,8
53,1990-01-27,I Will Survive,SaFire,56,53,7
54,1990-01-27,Black Velvet,Alannah Myles,69,54,4
55,1990-01-27,Love Will Lead You Back,Taylor Dayne,,,
56,1990-01-27,Going Home,Kenny G,61,56,4
57,1990-01-27,Me So Horny,The 2 Live Crew,54,26,21
58,1990-01-27,Don't Close Your Eyes,KIX,48,11,21
59,1990-01-27,Just A Friend,Biz Markie,71,59,2
60,1990-01-27,The Deeper The Love,Whitesnake,77,60,2
61,1990-01-27,Never 2 Much Of U,Dino,65,61,7
62,1990-01-27,Wait For You,Bonham,62,55,10
63,1990-01-27,Don't Make Me Over,Sybil,57,20,19
64,1990-01-27,A Girl Like You,The Smithereens,68,64,8
65,1990-01-27,Anything I Want,Kevin Paige,82,65,2
66,1990-01-27,Sacrifice,Elton John,80,66,3
67,1990-01-27,When I See You Smile,Bad English,55,1,20
68,1990-01-27,Living In Sin,Bon Jovi,47,9,17
69,1990-01-27,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),58,52,10
70,1990-01-27,Oh Father,Madonna,44,20,12
71,1990-01-27,Summer Rain,Belinda Carlisle,86,71,2
72,1990-01-27,"Whole Wide World (From ""True Love"")",A'me Lorain,79,72,2
73,1990-01-27,Don't Take It Personal,Jermaine Jackson,67,64,9
74,1990-01-27,All Nite,Entouch Featuring Keith Sweat,83,74,3
75,1990-01-27,Steamy Windows,Tina Turner,63,39,10
76,1990-01-27,House Of Fire,Alice Cooper,87,76,2
77,1990-01-27,Over And Over,Pajama Party,70,59,12
78,1990-01-27,(It's Just) The Way That You Love Me,Paula Abdul,64,3,24
79,1990-01-27,The Angel Song,Great White,72,30,18
80,1990-01-27,Dirty Deeds,Joan Jett,,,
81,1990-01-27,Rock And A Hard Place,The Rolling Stones,60,23,13
82,1990-01-27,Walk On By,Sybil,,,
83,1990-01-27,Real Love,Skyy,88,83,2
84,1990-01-27,The Last Worthless Evening,Don Henley,75,21,17
85,1990-01-27,"Timeless Love (From ""Shocker"")",Saraya,85,85,3
86,1990-01-27,Get Up! (Before The Night Is Over),Technotronic,,,
87,1990-01-27,If U Were Mine,The U-Krew,,,
88,1990-01-27,Fool For Your Loving,Whitesnake,73,37,21
89,1990-01-27,Let Love Rule,Lenny Kravitz,,,
90,1990-01-27,There's A Party Going On,Yvonne,,,
91,1990-01-27,Fly High Michelle,Enuff Z'Nuff,,,
92,1990-01-27,Angelia,Richard Marx,76,4,17
93,1990-01-27,Don't Shut Me Out,Kevin Paige,78,18,24
94,1990-01-27,Right And Hype,Abstrac',90,89,6
95,1990-01-27,Figure Of Eight,Paul McCartney,95,92,3
96,1990-01-27,Leave A Light On,Belinda Carlisle,84,11,18
97,1990-01-27,Pretending,Eric Clapton,89,55,11
98,1990-01-27,Heart,Neneh Cherry,81,73,8
99,1990-01-27,Poison,Alice Cooper,74,7,19
100,1990-01-27,Hide Your Heart,KISS,91,66,10
1,1990-02-03,How Am I Supposed To Live Without You,Michael Bolton,1,1,15
2,1990-02-03,Opposites Attract,Paula Abdul (Duet With The Wild Pair),8,2,8
3,1990-02-03,Downtown Train,Rod Stewart,3,3,11
4,1990-02-03,Two To Make It Right,Seduction,5,4,13
5,1990-02-03,Janie's Got A Gun,Aerosmith,11,5,11
6,1990-02-03,I Remember You,Skid Row,9,6,12
7,1990-02-03,Free Fallin',Tom Petty,7,7,14
8,1990-02-03,Pump Up The Jam,Technotronic Featuring Felly,2,2,17
9,1990-02-03,Just Between You And Me,Lou Gramm,6,6,15
10,1990-02-03,Everything,Jody Watley,4,4,17
11,1990-02-03,What Kind Of Man Would I Be?,Chicago,15,11,10
12,1990-02-03,Peace In Our Time,Eddie Money,13,12,10
13,1990-02-03,Dangerous,Roxette,20,13,8
14,1990-02-03,Tender Lover,Babyface,16,14,12
15,1990-02-03,Tell Me Why,Expose,19,15,9
16,1990-02-03,All Or Nothing,Milli Vanilli,22,16,5
17,1990-02-03,Escapade,Janet Jackson,30,17,3
18,1990-02-03,We Can't Go Wrong,The Cover Girls,26,18,9
19,1990-02-03,Here We Are,Gloria Estefan,23,19,8
20,1990-02-03,Love Song,Tesla,12,10,19
21,1990-02-03,Another Day In Paradise,Phil Collins,10,1,14
22,1990-02-03,Price Of Love,Bad English,28,22,7
23,1990-02-03,Roam,The B-52s,34,23,7
24,1990-02-03,Was It Nothing At All,Michael Damian,25,24,15
25,1990-02-03,When The Night Comes,Joe Cocker,14,11,15
26,1990-02-03,No More Lies,Michel'le,32,26,12
27,1990-02-03,Kickstart My Heart,Motley Crue,27,27,11
28,1990-02-03,I Go To Extremes,Billy Joel,36,28,4
29,1990-02-03,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,37,29,8
30,1990-02-03,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,18,18,12
31,1990-02-03,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),21,2,19
32,1990-02-03,Too Late To Say Goodbye,Richard Marx,40,32,3
33,1990-02-03,Rhythm Nation,Janet Jackson,17,2,13
34,1990-02-03,Back To Life,Soul II Soul,29,4,20
35,1990-02-03,Sometimes She Cries,Warrant,43,35,5
36,1990-02-03,Woman In Chains,Tears For Fears,39,36,10
37,1990-02-03,Swing The Mood,Jive Bunny & The Mastermixers,24,11,15
38,1990-02-03,No Myth,Michael Penn,50,38,5
39,1990-02-03,Black Velvet,Alannah Myles,54,39,5
40,1990-02-03,Love Will Lead You Back,Taylor Dayne,55,40,2
41,1990-02-03,Just A Friend,Biz Markie,59,41,3
42,1990-02-03,Here And Now,Luther Vandross,48,42,7
43,1990-02-03,With Every Beat Of My Heart,Taylor Dayne,31,5,16
44,1990-02-03,If You Leave Me Now,Jaya,47,44,17
45,1990-02-03,Sacrifice,Elton John,66,45,4
46,1990-02-03,Personal Jesus,Depeche Mode,51,46,9
