,Week,Song,Artist,Last week,Peak position,Weeks on chart
1,1989-01-07,Every Rose Has Its Thorn,Poison,1,1,11
2,1989-01-07,My Prerogative,Bobby Brown,2,2,12
3,1989-01-07,Two Hearts,Phil Collins,6,3,8
4,1989-01-07,Giving You The Best That I Got,Anita Baker,4,3,16
5,1989-01-07,In Your Room,The Bangles,8,5,13
6,1989-01-07,Don't Rush Me,Taylor Dayne,10,6,10
7,1989-01-07,Waiting For A Star To Fall,Boy Meets Girl,5,5,18
8,1989-01-07,Look Away,Chicago,3,1,16
9,1989-01-07,Armageddon It,Def Leppard,12,9,8
10,1989-01-07,Smooth Criminal,Michael Jackson,13,10,9
11,1989-01-07,I Remember Holding You,Boys Club,14,11,12
12,1989-01-07,Put A Little Love In Your Heart,Annie Lennox & Al Green,19,12,10
13,1989-01-07,Silhouette,Kenny G,16,13,11
14,1989-01-07,Welcome To The Jungle,Guns N' Roses,7,7,12
15,1989-01-07,The Way You Love Me,Karyn White,22,15,13
16,1989-01-07,When I'm With You,Sheriff,27,16,14
17,1989-01-07,Born To Be My Baby,Bon Jovi,26,17,7
18,1989-01-07,All This Time,Tiffany,24,18,10
19,1989-01-07,When The Children Cry,White Lion,25,19,10
20,1989-01-07,Walk On Water,Eddie Money,9,9,15
21,1989-01-07,"Baby, I Love Your Way/Freebird Medley",Will To Power,11,1,18
22,1989-01-07,Little Liar,Joan Jett & the Blackhearts,28,22,11
23,1989-01-07,Holding On,Steve Winwood,29,23,7
24,1989-01-07,How Can I Fall?,Breathe,17,3,18
25,1989-01-07,Wild World,Maxi Priest,30,25,11
26,1989-01-07,I Wanna Have Some Fun,Samantha Fox,31,26,9
27,1989-01-07,I Don't Want Your Love,Duran Duran,15,4,13
28,1989-01-07,Straight Up,Paula Abdul,35,28,6
29,1989-01-07,The Promise,When In Rome,18,11,19
30,1989-01-07,The Lover In Me,Sheena Easton,34,30,10
31,1989-01-07,Wild Thing,Tone-Loc,37,31,6
32,1989-01-07,Finish What Ya Started,Van Halen,20,13,15
33,1989-01-07,Ghost Town,Cheap Trick,33,33,10
34,1989-01-07,Walking Away,Information Society,41,34,7
35,1989-01-07,Thanks For My Child,Cheryl Pepsii Riley,32,32,11
36,1989-01-07,Early In The Morning,Robert Palmer,23,19,12
37,1989-01-07,Spy In The House Of Love,Was (Not Was),21,16,15
38,1989-01-07,Kiss,The Art Of Noise Featuring Tom Jones,40,38,6
39,1989-01-07,Back On Holiday,Robbie Nevil,42,39,9
40,1989-01-07,She Wants To Dance With Me,Rick Astley,44,40,4
41,1989-01-07,What I Am,Edie Brickell & New Bohemians,45,41,7
42,1989-01-07,Angel Of Harlem,U2,51,42,4
43,1989-01-07,Dial My Heart,The Boys,46,43,5
44,1989-01-07,"Kokomo (From""Cocktail"" )",The Beach Boys,38,1,19
45,1989-01-07,You Got It (The Right Stuff),New Kids On The Block,47,45,8
46,1989-01-07,"Wild, Wild West",The Escape Club,39,1,21
47,1989-01-07,A Little Respect,Erasure,53,47,5
48,1989-01-07,Baby Can I Hold You,Tracy Chapman,48,48,10
49,1989-01-07,Desire,U2,36,3,15
50,1989-01-07,Shake For The Sheik,The Escape Club,57,50,5
51,1989-01-07,Bad Medicine,Bon Jovi,43,1,16
52,1989-01-07,As Long As You Follow,Fleetwood Mac,56,52,6
53,1989-01-07,"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,80,53,3
54,1989-01-07,My Heart Can't Tell You No,Rod Stewart,61,54,5
55,1989-01-07,It's No Secret,Kylie Minogue,62,55,5
56,1989-01-07,The Loco-Motion,Kylie Minogue,50,3,20
57,1989-01-07,Don't Know What You Got (Till It's Gone),Cinderella,54,12,19
58,1989-01-07,Cross My Heart,Eighth Wonder,60,58,8
59,1989-01-07,Not Just Another Girl,Ivan Neville,49,26,14
60,1989-01-07,Groovy Kind Of Love,Phil Collins,55,1,19
61,1989-01-07,New Day For You,Basia,67,61,5
62,1989-01-07,All She Wants Is,Duran Duran,85,62,3
63,1989-01-07,Handle With Care,Traveling Wilburys,59,45,11
64,1989-01-07,"Yeah, Yeah, Yeah",Judson Spence,52,32,13
65,1989-01-07,Kissing A Fool,George Michael,58,5,14
66,1989-01-07,Forever Young,Alphaville,65,65,15
67,1989-01-07,Anchorage,Michelle Shocked,76,67,5
68,1989-01-07,If We Never Meet Again,Tommy Conwell And The Young Rumblers,77,68,4
69,1989-01-07,Red Red Wine,UB40,68,1,37
70,1989-01-07,Edge Of A Broken Heart,Vixen,72,26,17
71,1989-01-07,I Beg Your Pardon,Kon Kan,87,71,3
72,1989-01-07,"Hippy Hippy Shake (From ""Cocktail"")",The Georgia Satellites,64,45,12
73,1989-01-07,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,73,1,24
74,1989-01-07,Peek-A-Boo,Siouxsie & The Banshees,63,53,13
75,1989-01-07,Symptoms Of True Love,Tracie Spencer,66,38,15
76,1989-01-07,"Wild Again (From ""Cocktail"")",Starship,81,76,4
77,1989-01-07,It's Money That Matters,Randy Newman,74,60,10
78,1989-01-07,Posse On Broadway,Sir Mix-A-Lot,95,78,4
79,1989-01-07,The Living Years,Mike + The Mechanics,,,
80,1989-01-07,Doctorin' The Tardis,The Timelords,83,80,4
81,1989-01-07,Another Lover,Giant Steps,75,13,21
82,1989-01-07,Girls Ain't Nothing But Trouble,D.J. Jazzy Jeff & The Fresh Prince,69,57,11
83,1989-01-07,Girl You Know It's True,Milli Vanilli,,,
84,1989-01-07,More Than You Know,Martika,91,84,3
85,1989-01-07,Forever Young,Rod Stewart,71,12,23
86,1989-01-07,Perfect,Fairground Attraction,86,86,4
87,1989-01-07,Killing Me Softly,Al B. Sure!,82,80,8
88,1989-01-07,Nobody's Perfect,Mike + The Mechanics,78,63,10
89,1989-01-07,Domino Dancing,Pet Shop Boys,70,18,14
90,1989-01-07,Don't Be Cruel,Bobby Brown,88,8,25
91,1989-01-07,The Great Commandment,Camouflage,98,91,3
92,1989-01-07,Roni,Bobby Brown,,,
93,1989-01-07,"Boy, I've Been Told",SaFire,89,48,16
94,1989-01-07,Love Bites,Def Leppard,90,1,22
95,1989-01-07,Never Tear Us Apart,INXS,84,7,22
96,1989-01-07,Way Cool Jr.,Ratt,,,
97,1989-01-07,I Wanna Be Loved,House Of Lords,,,
98,1989-01-07,Dreamin',Vanessa Williams,,,
99,1989-01-07,Till I Loved You,Barbra Streisand & Don Johnson,79,25,12
100,1989-01-07,Is It Love,J.J. Fad,92,92,5
1,1989-01-14,My Prerogative,Bobby Brown,2,1,13
2,1989-01-14,Two Hearts,Phil Collins,3,2,9
3,1989-01-14,Every Rose Has Its Thorn,Poison,1,1,12
4,1989-01-14,Don't Rush Me,Taylor Dayne,6,4,11
5,1989-01-14,Armageddon It,Def Leppard,9,5,9
6,1989-01-14,In Your Room,The Bangles,5,5,14
7,1989-01-14,Smooth Criminal,Michael Jackson,10,7,10
8,1989-01-14,I Remember Holding You,Boys Club,11,8,13
9,1989-01-14,Put A Little Love In Your Heart,Annie Lennox & Al Green,12,9,11
10,1989-01-14,The Way You Love Me,Karyn White,15,10,14
11,1989-01-14,Waiting For A Star To Fall,Boy Meets Girl,7,5,19
12,1989-01-14,When I'm With You,Sheriff,16,12,15
13,1989-01-14,Born To Be My Baby,Bon Jovi,17,13,8
14,1989-01-14,When The Children Cry,White Lion,19,14,11
15,1989-01-14,Silhouette,Kenny G,13,13,12
16,1989-01-14,Giving You The Best That I Got,Anita Baker,4,3,17
17,1989-01-14,All This Time,Tiffany,18,17,11
18,1989-01-14,Look Away,Chicago,8,1,17
19,1989-01-14,Holding On,Steve Winwood,23,19,8
20,1989-01-14,Little Liar,Joan Jett & the Blackhearts,22,20,12
21,1989-01-14,Straight Up,Paula Abdul,28,21,7
22,1989-01-14,Wild Thing,Tone-Loc,31,22,7
23,1989-01-14,I Wanna Have Some Fun,Samantha Fox,26,23,10
24,1989-01-14,The Lover In Me,Sheena Easton,30,24,11
25,1989-01-14,Welcome To The Jungle,Guns N' Roses,14,7,13
26,1989-01-14,Wild World,Maxi Priest,25,25,12
27,1989-01-14,Walk On Water,Eddie Money,20,9,16
28,1989-01-14,Walking Away,Information Society,34,28,8
