Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1977-01-08,You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr.",2.0,1.0,18.0,"Marilyn McCoo Featuring Billy Davis, Jr."
2,1977-01-08,You Make Me Feel Like Dancing,Leo Sayer,4.0,2.0,12.0,Leo Sayer
3,1977-01-08,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1.0,15.0,Rod Stewart
4,1977-01-08,I Wish,Stevie Wonder,7.0,4.0,6.0,Stevie Wonder
5,1977-01-08,Car Wash,Rose Royce,9.0,5.0,12.0,Rose Royce
6,1977-01-08,Sorry Seems To Be The Hardest Word,Elton John,6.0,6.0,9.0,Elton John
7,1977-01-08,Dazz,Brick,8.0,7.0,12.0,Brick
8,1977-01-08,The Rubberband Man,The Spinners,3.0,2.0,18.0,The Spinners
9,1977-01-08,After The Lovin',Engelbert Humperdinck,10.0,9.0,12.0,Engelbert Humperdinck
10,1977-01-08,Stand Tall,Burton Cummings,11.0,10.0,14.0,Burton Cummings
11,1977-01-08,Hot Line,The Sylvers,12.0,11.0,14.0,The Sylvers
12,1977-01-08,I Never Cry,Alice Cooper,13.0,12.0,22.0,Alice Cooper
13,1977-01-08,Livin' Thing,Electric Light Orchestra,15.0,13.0,12.0,Electric Light Orchestra
14,1977-01-08,Love Me,Yvonne Elliman,14.0,14.0,15.0,Yvonne Elliman
15,1977-01-08,More Than A Feeling,Boston,5.0,5.0,17.0,Boston
16,1977-01-08,New Kid In Town,Eagles,20.0,16.0,4.0,Eagles
19,1977-01-08,Lost Without Your Love,Bread,22.0,19.0,7.0,Bread
20,1977-01-08,Enjoy Yourself,The Jacksons,21.0,20.0,9.0,The Jacksons
21,1977-01-08,Walk This Way,Aerosmith,28.0,21.0,8.0,Aerosmith
22,1977-01-08,Muskrat Love,Captain & Tennille,16.0,4.0,16.0,Captain & Tennille
23,1977-01-08,Jeans On,David Dundas,24.0,23.0,14.0,David Dundas
24,1977-01-08,Shake Your Rump To The Funk,The Bar-Kays,25.0,24.0,13.0,The Bar-Kays
25,1977-01-08,Saturday Nite,"Earth, Wind & Fire",26.0,25.0,8.0,"Earth, Wind & Fire"
26,1977-01-08,This Song,George Harrison,27.0,26.0,8.0,George Harrison
27,1977-01-08,I Like Dreamin',Kenny Nolan,30.0,27.0,10.0,Kenny Nolan
