Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1990-01-06,Another Day In Paradise,Phil Collins,1.0,1.0,10.0,Phil Collins
2,1990-01-06,Rhythm Nation,Janet Jackson,4.0,2.0,9.0,Janet Jackson
3,1990-01-06,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2.0,2.0,15.0,Linda Ronstadt Featuring Aaron Neville
4,1990-01-06,Pump Up The Jam,Technotronic Featuring Felly,7.0,4.0,13.0,Technotronic Featuring Felly
5,1990-01-06,With Every Beat Of My Heart,Taylor Dayne,5.0,5.0,12.0,Taylor Dayne
6,1990-01-06,How Am I Supposed To Live Without You,Michael Bolton,11.0,6.0,11.0,Michael Bolton
7,1990-01-06,This One's For The Children,New Kids On The Block,9.0,7.0,9.0,New Kids On The Block
8,1990-01-06,Just Like Jesse James,Cher,8.0,8.0,12.0,Cher
9,1990-01-06,We Didn't Start The Fire,Billy Joel,3.0,1.0,13.0,Billy Joel
10,1990-01-06,Everything,Jody Watley,12.0,10.0,13.0,Jody Watley
11,1990-01-06,Back To Life,Soul II Soul,6.0,4.0,16.0,Soul II Soul
12,1990-01-06,Swing The Mood,Jive Bunny & The Mastermixers,14.0,12.0,11.0,Jive Bunny Featuring The Mastermixers
13,1990-01-06,Just Between You And Me,Lou Gramm,15.0,13.0,11.0,Lou Gramm
14,1990-01-06,Free Fallin',Tom Petty,17.0,14.0,10.0,Tom Petty
15,1990-01-06,Love Song,Tesla,16.0,15.0,15.0,Tesla
16,1990-01-06,Downtown Train,Rod Stewart,19.0,16.0,7.0,Rod Stewart
17,1990-01-06,When The Night Comes,Joe Cocker,18.0,17.0,11.0,Joe Cocker
18,1990-01-06,Two To Make It Right,Seduction,20.0,18.0,9.0,Seduction
19,1990-01-06,Living In Sin,Bon Jovi,10.0,9.0,14.0,Bon Jovi
20,1990-01-06,Oh Father,Madonna,21.0,20.0,9.0,Madonna
21,1990-01-06,Blame It On The Rain,Milli Vanilli,13.0,1.0,14.0,Milli Vanilli
22,1990-01-06,I Remember You,Skid Row,26.0,22.0,8.0,Skid Row
23,1990-01-06,Rock And A Hard Place,The Rolling Stones,23.0,23.0,10.0,The Rolling Stones
24,1990-01-06,Janie's Got A Gun,Aerosmith,29.0,24.0,7.0,Aerosmith
25,1990-01-06,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,30.0,25.0,8.0,Quincy Jones Featuring Ray Charles Featuring Chaka Khan
26,1990-01-06,Tender Lover,Babyface,32.0,26.0,8.0,Babyface
27,1990-01-06,Peace In Our Time,Eddie Money,34.0,27.0,6.0,Eddie Money
28,1990-01-06,Love Shack,The B-52s,22.0,3.0,19.0,The B-52s
29,1990-01-06,What Kind Of Man Would I Be?,Chicago,38.0,29.0,6.0,Chicago
30,1990-01-06,Don't Close Your Eyes,KIX,24.0,11.0,18.0,KIX
31,1990-01-06,Tell Me Why,Expose,40.0,31.0,5.0,Expose
32,1990-01-06,Opposites Attract,Paula Abdul (Duet With The Wild Pair),47.0,32.0,4.0,Paula Abdul Duet Featuring The Wild Pair
33,1990-01-06,(It's Just) The Way That You Love Me,Paula Abdul,25.0,3.0,21.0,Paula Abdul
34,1990-01-06,Was It Nothing At All,Michael Damian,39.0,34.0,11.0,Michael Damian
35,1990-01-06,Principal's Office,Young M.C.,43.0,35.0,7.0,Young M.C.
36,1990-01-06,Bust A Move,Young M.C.,33.0,7.0,24.0,Young M.C.
37,1990-01-06,Kickstart My Heart,Motley Crue,49.0,37.0,7.0,Motley Crue
38,1990-01-06,When I See You Smile,Bad English,27.0,1.0,17.0,Bad English
39,1990-01-06,Steamy Windows,Tina Turner,48.0,39.0,7.0,Tina Turner
40,1990-01-06,Dangerous,Roxette,50.0,40.0,4.0,Roxette
41,1990-01-06,I Want You,Shana,41.0,41.0,14.0,Shana
42,1990-01-06,Don't Make Me Over,Sybil,35.0,20.0,16.0,Sybil
43,1990-01-06,Nothin' To Hide,Poco,54.0,43.0,6.0,Poco
44,1990-01-06,Here We Are,Gloria Estefan,55.0,44.0,4.0,Gloria Estefan
45,1990-01-06,We Can't Go Wrong,The Cover Girls,56.0,45.0,5.0,The Cover Girls
46,1990-01-06,Fool For Your Loving,Whitesnake,37.0,37.0,18.0,Whitesnake
47,1990-01-06,The Last Worthless Evening,Don Henley,31.0,21.0,14.0,Don Henley
48,1990-01-06,No More Lies,Michel'le,52.0,48.0,8.0,Michel'le
49,1990-01-06,Angelia,Richard Marx,28.0,4.0,14.0,Richard Marx
50,1990-01-06,Me So Horny,The 2 Live Crew,42.0,26.0,18.0,The 2 Live Crew
51,1990-01-06,All Or Nothing,Milli Vanilli,,,,Milli Vanilli
52,1990-01-06,If You Leave Me Now,Jaya,53.0,52.0,13.0,Jaya
53,1990-01-06,Price Of Love,Bad English,68.0,53.0,3.0,Bad English
54,1990-01-06,Woman In Chains,Tears For Fears,61.0,54.0,6.0,Tears For Fears
55,1990-01-06,Leave A Light On,Belinda Carlisle,36.0,11.0,15.0,Belinda Carlisle
56,1990-01-06,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),57.0,56.0,7.0,Fiona Duet Featuring Kip Winger
57,1990-01-06,Poison,Alice Cooper,45.0,7.0,16.0,Alice Cooper
58,1990-01-06,Wait For You,Bonham,60.0,58.0,7.0,Bonham
59,1990-01-06,Electric Boogie,Marcia Griffiths,65.0,59.0,5.0,Marcia Griffiths
60,1990-01-06,I Live By The Groove,Paul Carrack,44.0,31.0,11.0,Paul Carrack
61,1990-01-06,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,76.0,61.0,4.0,D-Mob Introducing Cathy Dennis
62,1990-01-06,I Will Survive,SaFire,71.0,62.0,4.0,SaFire
63,1990-01-06,The Arms Of Orion,Prince With Sheena Easton,46.0,36.0,12.0,Prince Featuring Sheena Easton
64,1990-01-06,Don't Take It Personal,Jermaine Jackson,66.0,64.0,6.0,Jermaine Jackson
65,1990-01-06,Don't Shut Me Out,Kevin Paige,51.0,18.0,21.0,Kevin Paige
66,1990-01-06,The Angel Song,Great White,58.0,30.0,15.0,Great White
67,1990-01-06,Personal Jesus,Depeche Mode,70.0,67.0,5.0,Depeche Mode
68,1990-01-06,Over And Over,Pajama Party,64.0,59.0,9.0,Pajama Party
69,1990-01-06,Here And Now,Luther Vandross,78.0,69.0,3.0,Luther Vandross
70,1990-01-06,Roam,The B-52s,88.0,70.0,3.0,The B-52s
71,1990-01-06,Going Home,Kenny G,,,,Kenny G
72,1990-01-06,Pretending,Eric Clapton,63.0,55.0,8.0,Eric Clapton
73,1990-01-06,Heart,Neneh Cherry,77.0,73.0,5.0,Neneh Cherry
74,1990-01-06,Never 2 Much Of U,Dino,81.0,74.0,4.0,Dino
75,1990-01-06,Listen To Your Heart,Roxette,59.0,1.0,20.0,Roxette
76,1990-01-06,Serious Kinda Girl,Christopher Max,75.0,75.0,6.0,Christopher Max
77,1990-01-06,A Girl Like You,The Smithereens,79.0,77.0,5.0,The Smithereens
78,1990-01-06,Didn't I (Blow Your Mind),New Kids On The Block,67.0,8.0,17.0,New Kids On The Block
79,1990-01-06,Rock Wit'cha,Bobby Brown,74.0,7.0,20.0,Bobby Brown
80,1990-01-06,Get On Your Feet,Gloria Estefan,62.0,11.0,15.0,Gloria Estefan
81,1990-01-06,Sometimes She Cries,Warrant,,,,Warrant
82,1990-01-06,Lullaby,The Cure,80.0,74.0,6.0,The Cure
83,1990-01-06,Hide Your Heart,KISS,73.0,66.0,7.0,KISS
84,1990-01-06,Too Hot,Loverboy,90.0,84.0,3.0,Loverboy
85,1990-01-06,No Myth,Michael Penn,,,,Michael Penn
86,1990-01-06,Black Velvet,Alannah Myles,,,,Alannah Myles
87,1990-01-06,Gimme Your Good Lovin',Diving For Pearls,84.0,84.0,5.0,Diving For Pearls
88,1990-01-06,French Kiss,Lil Louis,69.0,50.0,12.0,Lil Louis
89,1990-01-06,Right And Hype,Abstrac',93.0,89.0,3.0,Abstrac'
90,1990-01-06,I Don't Know,Michael Morales,87.0,81.0,5.0,Michael Morales
91,1990-01-06,Girl I Am Searching For You,Stevie B,89.0,56.0,14.0,Stevie B
92,1990-01-06,Miss You Much,Janet Jackson,72.0,1.0,19.0,Janet Jackson
93,1990-01-06,I Didn't Mean To Stay All Night,Starship,85.0,75.0,7.0,Starship
94,1990-01-06,Foolish Heart,Sharon Bryant,91.0,90.0,4.0,Sharon Bryant
95,1990-01-06,Talk To Myself,Christopher Williams,94.0,49.0,18.0,Christopher Williams
96,1990-01-06,Heat Of The Moment,After 7,92.0,74.0,12.0,After 7
97,1990-01-06,Cover Girl,New Kids On The Block,86.0,2.0,17.0,New Kids On The Block
98,1990-01-06,500 Miles,Hooters,97.0,97.0,5.0,Hooters
99,1990-01-06,Back To The Bullet,Saraya,83.0,63.0,9.0,Saraya
100,1990-01-06,Owwww!,Chunky A,82.0,77.0,6.0,Chunky A
1,1990-01-13,Another Day In Paradise,Phil Collins,1.0,1.0,11.0,Phil Collins
2,1990-01-13,Rhythm Nation,Janet Jackson,2.0,2.0,10.0,Janet Jackson
3,1990-01-13,Pump Up The Jam,Technotronic Featuring Felly,4.0,3.0,14.0,Technotronic Featuring Felly
4,1990-01-13,How Am I Supposed To Live Without You,Michael Bolton,6.0,4.0,12.0,Michael Bolton
5,1990-01-13,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),3.0,2.0,16.0,Linda Ronstadt Featuring Aaron Neville
6,1990-01-13,Everything,Jody Watley,10.0,6.0,14.0,Jody Watley
7,1990-01-13,This One's For The Children,New Kids On The Block,7.0,7.0,10.0,New Kids On The Block
8,1990-01-13,Just Like Jesse James,Cher,8.0,8.0,13.0,Cher
9,1990-01-13,With Every Beat Of My Heart,Taylor Dayne,5.0,5.0,13.0,Taylor Dayne
10,1990-01-13,Just Between You And Me,Lou Gramm,13.0,10.0,12.0,Lou Gramm
11,1990-01-13,Swing The Mood,Jive Bunny & The Mastermixers,12.0,11.0,12.0,Jive Bunny Featuring The Mastermixers
12,1990-01-13,Downtown Train,Rod Stewart,16.0,12.0,8.0,Rod Stewart
13,1990-01-13,Free Fallin',Tom Petty,14.0,13.0,11.0,Tom Petty
14,1990-01-13,Love Song,Tesla,15.0,14.0,16.0,Tesla
15,1990-01-13,Two To Make It Right,Seduction,18.0,15.0,10.0,Seduction
16,1990-01-13,We Didn't Start The Fire,Billy Joel,9.0,1.0,14.0,Billy Joel
17,1990-01-13,When The Night Comes,Joe Cocker,17.0,17.0,12.0,Joe Cocker
18,1990-01-13,Back To Life,Soul II Soul,11.0,4.0,17.0,Soul II Soul
19,1990-01-13,I Remember You,Skid Row,22.0,19.0,9.0,Skid Row
20,1990-01-13,Janie's Got A Gun,Aerosmith,24.0,20.0,8.0,Aerosmith
21,1990-01-13,Blame It On The Rain,Milli Vanilli,21.0,1.0,15.0,Milli Vanilli
22,1990-01-13,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,25.0,22.0,9.0,Quincy Jones Featuring Ray Charles Featuring Chaka Khan
23,1990-01-13,Peace In Our Time,Eddie Money,27.0,23.0,7.0,Eddie Money
24,1990-01-13,Oh Father,Madonna,20.0,20.0,10.0,Madonna
25,1990-01-13,Tender Lover,Babyface,26.0,25.0,9.0,Babyface
26,1990-01-13,Opposites Attract,Paula Abdul (Duet With The Wild Pair),32.0,26.0,5.0,Paula Abdul Duet Featuring The Wild Pair
27,1990-01-13,Rock And A Hard Place,The Rolling Stones,23.0,23.0,11.0,The Rolling Stones
28,1990-01-13,Living In Sin,Bon Jovi,19.0,9.0,15.0,Bon Jovi
29,1990-01-13,What Kind Of Man Would I Be?,Chicago,29.0,29.0,7.0,Chicago
30,1990-01-13,Tell Me Why,Expose,31.0,30.0,6.0,Expose
31,1990-01-13,Love Shack,The B-52s,28.0,3.0,20.0,The B-52s
32,1990-01-13,Was It Nothing At All,Michael Damian,34.0,32.0,12.0,Michael Damian
33,1990-01-13,Kickstart My Heart,Motley Crue,37.0,33.0,8.0,Motley Crue
34,1990-01-13,Principal's Office,Young M.C.,35.0,34.0,8.0,Young M.C.
35,1990-01-13,Dangerous,Roxette,40.0,35.0,5.0,Roxette
36,1990-01-13,Don't Close Your Eyes,KIX,30.0,11.0,19.0,KIX
37,1990-01-13,Here We Are,Gloria Estefan,44.0,37.0,5.0,Gloria Estefan
38,1990-01-13,We Can't Go Wrong,The Cover Girls,45.0,38.0,6.0,The Cover Girls
39,1990-01-13,All Or Nothing,Milli Vanilli,51.0,39.0,2.0,Milli Vanilli
40,1990-01-13,I Want You,Shana,41.0,40.0,15.0,Shana
41,1990-01-13,Bust A Move,Young M.C.,36.0,7.0,25.0,Young M.C.
42,1990-01-13,Steamy Windows,Tina Turner,39.0,39.0,8.0,Tina Turner
43,1990-01-13,Nothin' To Hide,Poco,43.0,43.0,7.0,Poco
44,1990-01-13,No More Lies,Michel'le,48.0,44.0,9.0,Michel'le
45,1990-01-13,Price Of Love,Bad English,53.0,45.0,4.0,Bad English
46,1990-01-13,(It's Just) The Way That You Love Me,Paula Abdul,33.0,3.0,22.0,Paula Abdul
47,1990-01-13,When I See You Smile,Bad English,38.0,1.0,18.0,Bad English
48,1990-01-13,Don't Make Me Over,Sybil,42.0,20.0,17.0,Sybil
49,1990-01-13,Woman In Chains,Tears For Fears,54.0,49.0,7.0,Tears For Fears
50,1990-01-13,Me So Horny,The 2 Live Crew,50.0,26.0,19.0,The 2 Live Crew
51,1990-01-13,If You Leave Me Now,Jaya,52.0,51.0,14.0,Jaya
52,1990-01-13,Everything You Do (You're Sexing Me),Fiona (Duet With Kip Winger),56.0,52.0,8.0,Fiona Duet Featuring Kip Winger
53,1990-01-13,The Last Worthless Evening,Don Henley,47.0,21.0,15.0,Don Henley
54,1990-01-13,Fool For Your Loving,Whitesnake,46.0,37.0,19.0,Whitesnake
55,1990-01-13,Wait For You,Bonham,58.0,55.0,8.0,Bonham
56,1990-01-13,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,61.0,56.0,5.0,D-Mob Introducing Cathy Dennis
57,1990-01-13,Roam,The B-52s,70.0,57.0,4.0,The B-52s
58,1990-01-13,Angelia,Richard Marx,49.0,4.0,15.0,Richard Marx
59,1990-01-13,Electric Boogie,Marcia Griffiths,59.0,59.0,6.0,Marcia Griffiths
60,1990-01-13,Personal Jesus,Depeche Mode,67.0,60.0,6.0,Depeche Mode
61,1990-01-13,I Will Survive,SaFire,62.0,61.0,5.0,SaFire
62,1990-01-13,Poison,Alice Cooper,57.0,7.0,17.0,Alice Cooper
63,1990-01-13,Here And Now,Luther Vandross,69.0,63.0,4.0,Luther Vandross
64,1990-01-13,Leave A Light On,Belinda Carlisle,55.0,11.0,16.0,Belinda Carlisle
65,1990-01-13,The Angel Song,Great White,66.0,30.0,16.0,Great White
66,1990-01-13,Don't Take It Personal,Jermaine Jackson,64.0,64.0,7.0,Jermaine Jackson
67,1990-01-13,I Go To Extremes,Billy Joel,,,,Billy Joel
68,1990-01-13,Going Home,Kenny G,71.0,68.0,2.0,Kenny G
69,1990-01-13,I Live By The Groove,Paul Carrack,60.0,31.0,12.0,Paul Carrack
70,1990-01-13,Over And Over,Pajama Party,68.0,59.0,10.0,Pajama Party
71,1990-01-13,Sometimes She Cries,Warrant,81.0,71.0,2.0,Warrant
72,1990-01-13,Never 2 Much Of U,Dino,74.0,72.0,5.0,Dino
73,1990-01-13,Heart,Neneh Cherry,73.0,73.0,6.0,Neneh Cherry
74,1990-01-13,The Arms Of Orion,Prince With Sheena Easton,63.0,36.0,13.0,Prince Featuring Sheena Easton
75,1990-01-13,A Girl Like You,The Smithereens,77.0,75.0,6.0,The Smithereens
76,1990-01-13,Don't Shut Me Out,Kevin Paige,65.0,18.0,22.0,Kevin Paige
77,1990-01-13,Pretending,Eric Clapton,72.0,55.0,9.0,Eric Clapton
78,1990-01-13,No Myth,Michael Penn,85.0,78.0,2.0,Michael Penn
79,1990-01-13,Listen To Your Heart,Roxette,75.0,1.0,21.0,Roxette
80,1990-01-13,Black Velvet,Alannah Myles,86.0,80.0,2.0,Alannah Myles
81,1990-01-13,Get On Your Feet,Gloria Estefan,80.0,11.0,16.0,Gloria Estefan
82,1990-01-13,Serious Kinda Girl,Christopher Max,76.0,75.0,7.0,Christopher Max
83,1990-01-13,Didn't I (Blow Your Mind),New Kids On The Block,78.0,8.0,18.0,New Kids On The Block
84,1990-01-13,Hide Your Heart,KISS,83.0,66.0,8.0,KISS
85,1990-01-13,Lullaby,The Cure,82.0,74.0,7.0,The Cure
86,1990-01-13,Too Hot,Loverboy,84.0,84.0,4.0,Loverboy
87,1990-01-13,Sacrifice,Elton John,,,,Elton John
88,1990-01-13,All Nite,Entouch Featuring Keith Sweat,,,,Entouch Featuring Keith Sweat
89,1990-01-13,Right And Hype,Abstrac',89.0,89.0,4.0,Abstrac'
90,1990-01-13,Rock Wit'cha,Bobby Brown,79.0,7.0,21.0,Bobby Brown
91,1990-01-13,"Timeless Love (From ""Shocker"")",Saraya,,,,Saraya
92,1990-01-13,Figure Of Eight,Paul McCartney,,,,Paul McCartney
93,1990-01-13,Girl I Am Searching For You,Stevie B,91.0,56.0,15.0,Stevie B
94,1990-01-13,Gimme Your Good Lovin',Diving For Pearls,87.0,84.0,6.0,Diving For Pearls
95,1990-01-13,Cover Girl,New Kids On The Block,97.0,2.0,18.0,New Kids On The Block
96,1990-01-13,French Kiss,Lil Louis,88.0,50.0,13.0,Lil Louis
97,1990-01-13,Miss You Much,Janet Jackson,92.0,1.0,20.0,Janet Jackson
98,1990-01-13,Foolish Heart,Sharon Bryant,94.0,90.0,5.0,Sharon Bryant
99,1990-01-13,I Don't Know,Michael Morales,90.0,81.0,6.0,Michael Morales
100,1990-01-13,I Didn't Mean To Stay All Night,Starship,93.0,75.0,8.0,Starship
1,1990-01-20,How Am I Supposed To Live Without You,Michael Bolton,4.0,1.0,13.0,Michael Bolton
2,1990-01-20,Pump Up The Jam,Technotronic Featuring Felly,3.0,2.0,15.0,Technotronic Featuring Felly
3,1990-01-20,Another Day In Paradise,Phil Collins,1.0,1.0,12.0,Phil Collins
4,1990-01-20,Everything,Jody Watley,6.0,4.0,15.0,Jody Watley
5,1990-01-20,Downtown Train,Rod Stewart,12.0,5.0,9.0,Rod Stewart
6,1990-01-20,Rhythm Nation,Janet Jackson,2.0,2.0,11.0,Janet Jackson
7,1990-01-20,Just Between You And Me,Lou Gramm,10.0,7.0,13.0,Lou Gramm
8,1990-01-20,Free Fallin',Tom Petty,13.0,8.0,12.0,Tom Petty
9,1990-01-20,Two To Make It Right,Seduction,15.0,9.0,11.0,Seduction
10,1990-01-20,Love Song,Tesla,14.0,10.0,17.0,Tesla
11,1990-01-20,When The Night Comes,Joe Cocker,17.0,11.0,13.0,Joe Cocker
12,1990-01-20,I Remember You,Skid Row,19.0,12.0,10.0,Skid Row
13,1990-01-20,Swing The Mood,Jive Bunny & The Mastermixers,11.0,11.0,13.0,Jive Bunny Featuring The Mastermixers
14,1990-01-20,Janie's Got A Gun,Aerosmith,20.0,14.0,9.0,Aerosmith
15,1990-01-20,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),5.0,2.0,17.0,Linda Ronstadt Featuring Aaron Neville
16,1990-01-20,Opposites Attract,Paula Abdul (Duet With The Wild Pair),26.0,16.0,6.0,Paula Abdul Duet Featuring The Wild Pair
17,1990-01-20,This One's For The Children,New Kids On The Block,7.0,7.0,11.0,New Kids On The Block
18,1990-01-20,Peace In Our Time,Eddie Money,23.0,18.0,8.0,Eddie Money
19,1990-01-20,Just Like Jesse James,Cher,8.0,8.0,14.0,Cher
