Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
38,2017-01-07,Cold Water,Major Lazer Featuring Justin Bieber & MO,40.0,2.0,22.0,Major Lazer Featuring Justin Bieber Featuring MO
39,2017-01-07,Chill Bill,Rob stone Featuring J. Davis & Spooks,49.0,29.0,21.0,Rob stone Featuring J. Davis & Spooks
40,2017-01-07,Love Me Now,John Legend,37.0,23.0,9.0,John Legend
41,2017-01-07,Both,Gucci Mane Featuring Drake,,,,Gucci Mane Featuring Drake
42,2017-01-07,Unsteady,X Ambassadors,42.0,20.0,32.0,X Ambassadors
43,2017-01-07,X,21 Savage & Metro Boomin Featuring Future,51.0,36.0,15.0,21 Savage Featuring Metro Boomin Featuring Future
44,2017-01-07,Feliz Navidad,Jose Feliciano,,,,Jose Feliciano
45,2017-01-07,"Mary, Did You Know?",Pentatonix,,26.0,7.0,Pentatonix
46,2017-01-07,A Holly Jolly Christmas,Burl Ives,,,,Burl Ives
47,2017-01-07,The Christmas Song (Merry Christmas To You),Nat King Cole,,38.0,8.0,Nat King Cole
48,2017-01-07,It's The Most Wonderful Time Of The Year,Andy Williams,,,,Andy Williams
49,2017-01-07,Party Monster,The Weeknd,53.0,16.0,5.0,The Weeknd
50,2017-01-07,Last Christmas,Wham!,,,,Wham!
51,2017-01-07,Water Under The Bridge,Adele,61.0,51.0,7.0,Adele
52,2017-01-07,You Was Right,Lil Uzi Vert,58.0,49.0,24.0,Lil Uzi Vert
53,2017-01-07,No Heart,21 Savage & Metro Boomin,55.0,53.0,9.0,21 Savage Featuring Metro Boomin
54,2017-01-07,Neighbors,J. Cole,13.0,13.0,2.0,J. Cole
55,2017-01-07,Used To This,Future Featuring Drake,64.0,14.0,7.0,Future Featuring Drake
56,2017-01-07,How Far I'll Go,Auli'i Cravalho,66.0,52.0,4.0,Auli'i Cravalho
57,2017-01-07,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",60.0,27.0,20.0,"DJ Khaled Featuring Nicki Minaj Featuring Chris Brown, August Alsina, Jeremih Featuring Future Featuring Rick Ross"
58,2017-01-07,Party,Chris Brown Featuring Usher & Gucci Mane,,,,Chris Brown Featuring Usher Featuring Gucci Mane
59,2017-01-07,Immortal,J. Cole,11.0,11.0,2.0,J. Cole
60,2017-01-07,May We All,Florida Georgia Line Featuring Tim McGraw,56.0,30.0,17.0,Florida Georgia Line Featuring Tim McGraw
61,2017-01-07,Say You Won't Let Go,James Arthur,65.0,60.0,9.0,James Arthur
62,2017-01-07,Wanna Be That Song,Brett Eldredge,59.0,53.0,12.0,Brett Eldredge
63,2017-01-07,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,74.0,61.0,18.0,DJ ESCO Featuring Future Featuring Lil Uzi Vert
64,2017-01-07,Better Man,Little Big Town,68.0,53.0,8.0,Little Big Town
65,2017-01-07,Chantaje,Shakira Featuring Maluma,71.0,65.0,6.0,Shakira Featuring Maluma
66,2017-01-07,Dirty Laundry,Carrie Underwood,70.0,66.0,10.0,Carrie Underwood
67,2017-01-07,1 Night,Lil Yachty,73.0,49.0,20.0,Lil Yachty
68,2017-01-07,Redbone,Childish Gambino,75.0,48.0,4.0,Childish Gambino
69,2017-01-07,Sneakin',Drake Featuring 21 Savage,72.0,28.0,9.0,Drake Featuring 21 Savage
70,2017-01-07,Million Reasons,Lady Gaga,62.0,52.0,7.0,Lady Gaga
71,2017-01-07,A Guy With A Girl,Blake Shelton,79.0,71.0,6.0,Blake Shelton
72,2017-01-07,Just Hold On,Steve Aoki & Louis Tomlinson,52.0,52.0,2.0,Steve Aoki Featuring Louis Tomlinson
73,2017-01-07,Song For Another Time,Old Dominion,69.0,59.0,13.0,Old Dominion
74,2017-01-07,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,76.0,43.0,19.0,Young Thug And Travis Scott Featuring Quavo
75,2017-01-07,Make Me (Cry),Noah Cyrus Featuring Labrinth,,75.0,2.0,Noah Cyrus Featuring Labrinth
76,2017-01-07,Star Of The Show,Thomas Rhett,84.0,76.0,8.0,Thomas Rhett
77,2017-01-07,HandClap,Fitz And The Tantrums,80.0,63.0,13.0,Fitz And The Tantrums
78,2017-01-07,How I'll Always Be,Tim McGraw,85.0,78.0,10.0,Tim McGraw
79,2017-01-07,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,90.0,79.0,3.0,Clean Bandit Featuring Sean Paul Featuring Anne-Marie
80,2017-01-07,Alone,Marshmello,99.0,80.0,4.0,Marshmello
81,2017-01-07,How Far I'll Go,Alessia Cara,94.0,81.0,3.0,Alessia Cara
82,2017-01-07,All We Know,The Chainsmokers Featuring Phoebe Ryan,95.0,18.0,12.0,The Chainsmokers Featuring Phoebe Ryan
83,2017-01-07,Change,J. Cole,21.0,21.0,2.0,J. Cole
84,2017-01-07,Dirt On My Boots,Jon Pardi,92.0,84.0,3.0,Jon Pardi
85,2017-01-07,Selfish,PnB Rock,96.0,81.0,7.0,PnB Rock
86,2017-01-07,You're Welcome,Dwayne Johnson,97.0,83.0,4.0,Dwayne Johnson
87,2017-01-07,Fresh Eyes,Andy Grammer,88.0,59.0,12.0,Andy Grammer
88,2017-01-07,Sleep Without You,Brett Young,86.0,47.0,15.0,Brett Young
89,2017-01-07,She's Mine Pt.1,J. Cole,22.0,22.0,2.0,J. Cole
90,2017-01-07,Ville Mentality,J. Cole,24.0,24.0,2.0,J. Cole
91,2017-01-07,OTW,DJ Luke Nasty,,,,DJ Luke Nasty
92,2017-01-07,Red Opps,21 Savage,,,,21 Savage
93,2017-01-07,For Whom The Bell Tolls,J. Cole,23.0,23.0,2.0,J. Cole
94,2017-01-07,Six Feet Under,The Weeknd,81.0,34.0,4.0,The Weeknd
95,2017-01-07,Reminder,The Weeknd,78.0,31.0,4.0,The Weeknd
96,2017-01-07,Play That Song,Train,87.0,77.0,4.0,Train
97,2017-01-07,Sidewalks,The Weeknd Featuring Kendrick Lamar,82.0,27.0,4.0,The Weeknd Featuring Kendrick Lamar
98,2017-01-07,Foldin Clothes,J. Cole,30.0,30.0,2.0,J. Cole
99,2017-01-07,Swang,Rae Sremmurd,,,,Rae Sremmurd
100,2017-01-07,Versace On The Floor,Bruno Mars,,98.0,2.0,Bruno Mars
1,2017-01-14,Black Beatles,Rae Sremmurd Featuring Gucci Mane,2.0,1.0,16.0,Rae Sremmurd Featuring Gucci Mane
2,2017-01-14,Bad And Boujee,Migos Featuring Lil Uzi Vert,13.0,2.0,7.0,Migos Featuring Lil Uzi Vert
3,2017-01-14,Starboy,The Weeknd Featuring Daft Punk,1.0,1.0,15.0,The Weeknd Featuring Daft Punk
4,2017-01-14,Closer,The Chainsmokers Featuring Halsey,3.0,1.0,22.0,The Chainsmokers Featuring Halsey
5,2017-01-14,24K Magic,Bruno Mars,4.0,4.0,12.0,Bruno Mars
6,2017-01-14,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5.0,5.0,14.0,Zay Hilfigerrr Featuring Zayion McCall
7,2017-01-14,Side To Side,Ariana Grande Featuring Nicki Minaj,6.0,4.0,18.0,Ariana Grande Featuring Nicki Minaj
8,2017-01-14,Let Me Love You,DJ Snake Featuring Justin Bieber,7.0,4.0,21.0,DJ Snake Featuring Justin Bieber
9,2017-01-14,Fake Love,Drake,10.0,9.0,10.0,Drake
10,2017-01-14,Broccoli,D.R.A.M. Featuring Lil Yachty,15.0,5.0,29.0,D.R.A.M. Featuring Lil Yachty
11,2017-01-14,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,8.0,7.0,12.0,Maroon 5 Featuring Kendrick Lamar
12,2017-01-14,Bad Things,Machine Gun Kelly x Camila Cabello,9.0,9.0,9.0,Machine Gun Kelly Featuring Camila Cabello
13,2017-01-14,Heathens,twenty one pilots,12.0,2.0,28.0,twenty one pilots
14,2017-01-14,Caroline,Amine,11.0,11.0,17.0,Amine
15,2017-01-14,Scars To Your Beautiful,Alessia Cara,14.0,13.0,18.0,Alessia Cara
16,2017-01-14,All Time Low,Jon Bellion,24.0,16.0,12.0,Jon Bellion
17,2017-01-14,Mercy,Shawn Mendes,28.0,17.0,15.0,Shawn Mendes
18,2017-01-14,Starving,Hailee Steinfeld & Grey Featuring Zedd,17.0,12.0,22.0,Hailee Steinfeld Featuring Grey Featuring Zedd
19,2017-01-14,OOOUUU,Young M.A,19.0,19.0,18.0,Young M.A
20,2017-01-14,This Town,Niall Horan,37.0,20.0,14.0,Niall Horan
21,2017-01-14,Bounce Back,Big Sean,21.0,21.0,8.0,Big Sean
22,2017-01-14,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,18.0,6.0,3.0,Zayn / Taylor Swift
23,2017-01-14,Love On The Brain,Rihanna,20.0,20.0,11.0,Rihanna
24,2017-01-14,Treat You Better,Shawn Mendes,26.0,6.0,30.0,Shawn Mendes
25,2017-01-14,Can't Stop The Feeling!,Justin Timberlake,32.0,1.0,34.0,Justin Timberlake
26,2017-01-14,In The Name Of Love,Martin Garrix & Bebe Rexha,30.0,24.0,20.0,Martin Garrix Featuring Bebe Rexha
27,2017-01-14,The Greatest,Sia Featuring Kendrick Lamar,22.0,18.0,17.0,Sia Featuring Kendrick Lamar
28,2017-01-14,Blue Ain't Your Color,Keith Urban,33.0,24.0,16.0,Keith Urban
29,2017-01-14,Chill Bill,Rob stone Featuring J. Davis & Spooks,39.0,29.0,22.0,Rob stone Featuring J. Davis & Spooks
30,2017-01-14,Cheap Thrills,Sia Featuring Sean Paul,36.0,1.0,46.0,Sia Featuring Sean Paul
31,2017-01-14,I Hate U I Love U,gnash Featuring Olivia O'Brien,31.0,10.0,37.0,gnash Featuring Olivia O'Brien
32,2017-01-14,Hallelujah,Pentatonix,23.0,23.0,10.0,Pentatonix
33,2017-01-14,Careless Whisper,Wham! Featuring George Michael,,1.0,22.0,Wham! Featuring George Michael
34,2017-01-14,I Feel It Coming,The Weeknd Featuring Daft Punk,25.0,22.0,6.0,The Weeknd Featuring Daft Punk
35,2017-01-14,All I Want For Christmas Is You,Mariah Carey,16.0,11.0,19.0,Mariah Carey
36,2017-01-14,X,21 Savage & Metro Boomin Featuring Future,43.0,36.0,16.0,21 Savage Featuring Metro Boomin Featuring Future
37,2017-01-14,Don't Let Me Down,The Chainsmokers Featuring Daya,34.0,3.0,46.0,The Chainsmokers Featuring Daya
38,2017-01-14,Cold Water,Major Lazer Featuring Justin Bieber & MO,38.0,2.0,23.0,Major Lazer Featuring Justin Bieber Featuring MO
39,2017-01-14,Love Me Now,John Legend,40.0,23.0,10.0,John Legend
40,2017-01-14,Unsteady,X Ambassadors,42.0,20.0,33.0,X Ambassadors
41,2017-01-14,Last Christmas,Wham!,50.0,41.0,2.0,Wham!
42,2017-01-14,You Was Right,Lil Uzi Vert,52.0,42.0,25.0,Lil Uzi Vert
43,2017-01-14,No Heart,21 Savage & Metro Boomin,53.0,43.0,10.0,21 Savage Featuring Metro Boomin
44,2017-01-14,Water Under The Bridge,Adele,51.0,44.0,8.0,Adele
45,2017-01-14,May We All,Florida Georgia Line Featuring Tim McGraw,60.0,30.0,18.0,Florida Georgia Line Featuring Tim McGraw
46,2017-01-14,Deja Vu,J. Cole,35.0,7.0,3.0,J. Cole
47,2017-01-14,Faith,George Michael,,1.0,21.0,George Michael
48,2017-01-14,Wanna Be That Song,Brett Eldredge,62.0,48.0,13.0,Brett Eldredge
49,2017-01-14,How Far I'll Go,Auli'i Cravalho,56.0,49.0,5.0,Auli'i Cravalho
50,2017-01-14,Say You Won't Let Go,James Arthur,61.0,50.0,10.0,James Arthur
51,2017-01-14,Selfish,PnB Rock,85.0,51.0,8.0,PnB Rock
52,2017-01-14,Used To This,Future Featuring Drake,55.0,14.0,8.0,Future Featuring Drake
53,2017-01-14,Party Monster,The Weeknd,49.0,16.0,6.0,The Weeknd
54,2017-01-14,Dirty Laundry,Carrie Underwood,66.0,54.0,11.0,Carrie Underwood
55,2017-01-14,Better Man,Little Big Town,64.0,53.0,9.0,Little Big Town
56,2017-01-14,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,63.0,56.0,19.0,DJ ESCO Featuring Future Featuring Lil Uzi Vert
57,2017-01-14,Both,Gucci Mane Featuring Drake,41.0,41.0,2.0,Gucci Mane Featuring Drake
58,2017-01-14,Party,Chris Brown Featuring Usher & Gucci Mane,58.0,58.0,2.0,Chris Brown Featuring Usher Featuring Gucci Mane
59,2017-01-14,Star Of The Show,Thomas Rhett,76.0,59.0,9.0,Thomas Rhett
60,2017-01-14,A Guy With A Girl,Blake Shelton,71.0,60.0,7.0,Blake Shelton
61,2017-01-14,Neighbors,J. Cole,54.0,13.0,3.0,J. Cole
62,2017-01-14,Sleep Without You,Brett Young,88.0,47.0,16.0,Brett Young
63,2017-01-14,Chantaje,Shakira Featuring Maluma,65.0,63.0,7.0,Shakira Featuring Maluma
64,2017-01-14,Dirt On My Boots,Jon Pardi,84.0,64.0,4.0,Jon Pardi
65,2017-01-14,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,74.0,43.0,20.0,Young Thug And Travis Scott Featuring Quavo
66,2017-01-14,Sneakin',Drake Featuring 21 Savage,69.0,28.0,10.0,Drake Featuring 21 Savage
67,2017-01-14,HandClap,Fitz And The Tantrums,77.0,63.0,14.0,Fitz And The Tantrums
68,2017-01-14,Immortal,J. Cole,59.0,11.0,3.0,J. Cole
69,2017-01-14,How Far I'll Go,Alessia Cara,81.0,69.0,4.0,Alessia Cara
70,2017-01-14,How I'll Always Be,Tim McGraw,78.0,70.0,11.0,Tim McGraw
71,2017-01-14,Moves,Big Sean,,,,Big Sean
72,2017-01-14,Song For Another Time,Old Dominion,73.0,59.0,14.0,Old Dominion
73,2017-01-14,You're Welcome,Dwayne Johnson,86.0,73.0,5.0,Dwayne Johnson
74,2017-01-14,OTW,DJ Luke Nasty,91.0,74.0,2.0,DJ Luke Nasty
75,2017-01-14,Red Opps,21 Savage,92.0,75.0,2.0,21 Savage
76,2017-01-14,Swang,Rae Sremmurd,99.0,76.0,2.0,Rae Sremmurd
77,2017-01-14,Make Me (Cry),Noah Cyrus Featuring Labrinth,75.0,75.0,3.0,Noah Cyrus Featuring Labrinth
78,2017-01-14,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,79.0,78.0,4.0,Clean Bandit Featuring Sean Paul Featuring Anne-Marie
79,2017-01-14,Seein' Red,Dustin Lynch,,,,Dustin Lynch
80,2017-01-14,iSpy,KYLE Featuring Lil Yachty,,,,KYLE Featuring Lil Yachty
81,2017-01-14,Play That Song,Train,96.0,77.0,5.0,Train
82,2017-01-14,Kill A Word,Eric Church Featuring Rhiannon Giddens,,82.0,3.0,Eric Church Featuring Rhiannon Giddens
83,2017-01-14,Million Reasons,Lady Gaga,70.0,52.0,8.0,Lady Gaga
84,2017-01-14,Alone,Marshmello,80.0,80.0,5.0,Marshmello
85,2017-01-14,Goosebumps,Travis Scott,,85.0,8.0,Travis Scott
86,2017-01-14,My Sh*t,A Boogie Wit da Hoodie,,86.0,10.0,A Boogie Wit da Hoodie
87,2017-01-14,Redbone,Childish Gambino,68.0,48.0,5.0,Childish Gambino
88,2017-01-14,All We Know,The Chainsmokers Featuring Phoebe Ryan,82.0,18.0,13.0,The Chainsmokers Featuring Phoebe Ryan
89,2017-01-14,Parachute,Chris Stapleton,,89.0,2.0,Chris Stapleton
90,2017-01-14,Think A Little Less,Michael Ray,,,,Michael Ray
91,2017-01-14,80s Mercedes,Maren Morris,,90.0,7.0,Maren Morris
92,2017-01-14,Fresh Eyes,Andy Grammer,87.0,59.0,13.0,Andy Grammer
93,2017-01-14,Just Hold On,Steve Aoki & Louis Tomlinson,72.0,52.0,3.0,Steve Aoki Featuring Louis Tomlinson
94,2017-01-14,Sex With Me,Rihanna,,92.0,9.0,Rihanna
95,2017-01-14,No Flockin,Kodak Black,,,,Kodak Black
96,2017-01-14,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,,,,A Boogie Wit da Hoodie Featuring DJ SPINKING
97,2017-01-14,Black Barbies,Nicki Minaj X Mike WiLL Made-It,,65.0,2.0,Nicki Minaj Featuring Mike WiLL Made-It
98,2017-01-14,Way Down We Go,Kaleo,,,,Kaleo
99,2017-01-14,Hate U Love U,Olivia O'Brien,,,,Olivia O'Brien
100,2017-01-14,Shaky Shaky,Daddy Yankee,,,,Daddy Yankee
1,2017-01-21,Bad And Boujee,Migos Featuring Lil Uzi Vert,2.0,1.0,8.0,Migos Featuring Lil Uzi Vert
2,2017-01-21,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1.0,17.0,Rae Sremmurd Featuring Gucci Mane
3,2017-01-21,Closer,The Chainsmokers Featuring Halsey,4.0,1.0,23.0,The Chainsmokers Featuring Halsey
4,2017-01-21,Starboy,The Weeknd Featuring Daft Punk,3.0,1.0,16.0,The Weeknd Featuring Daft Punk
5,2017-01-21,24K Magic,Bruno Mars,5.0,4.0,13.0,Bruno Mars
6,2017-01-21,Side To Side,Ariana Grande Featuring Nicki Minaj,7.0,4.0,19.0,Ariana Grande Featuring Nicki Minaj
7,2017-01-21,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,11.0,7.0,13.0,Maroon 5 Featuring Kendrick Lamar
8,2017-01-21,Let Me Love You,DJ Snake Featuring Justin Bieber,8.0,4.0,22.0,DJ Snake Featuring Justin Bieber
9,2017-01-21,Fake Love,Drake,9.0,9.0,11.0,Drake
10,2017-01-21,Bad Things,Machine Gun Kelly x Camila Cabello,12.0,9.0,10.0,Machine Gun Kelly Featuring Camila Cabello
11,2017-01-21,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,6.0,5.0,15.0,Zay Hilfigerrr Featuring Zayion McCall
12,2017-01-21,Scars To Your Beautiful,Alessia Cara,15.0,12.0,19.0,Alessia Cara
13,2017-01-21,Heathens,twenty one pilots,13.0,2.0,29.0,twenty one pilots
14,2017-01-21,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,22.0,6.0,4.0,Zayn / Taylor Swift
15,2017-01-21,Broccoli,D.R.A.M. Featuring Lil Yachty,10.0,5.0,30.0,D.R.A.M. Featuring Lil Yachty
16,2017-01-21,Caroline,Amine,14.0,11.0,18.0,Amine
17,2017-01-21,Starving,Hailee Steinfeld & Grey Featuring Zedd,18.0,12.0,23.0,Hailee Steinfeld Featuring Grey Featuring Zedd
18,2017-01-21,Bounce Back,Big Sean,21.0,18.0,9.0,Big Sean
19,2017-01-21,Mercy,Shawn Mendes,17.0,17.0,16.0,Shawn Mendes
20,2017-01-21,Can't Stop The Feeling!,Justin Timberlake,25.0,1.0,35.0,Justin Timberlake
21,2017-01-21,Love On The Brain,Rihanna,23.0,20.0,12.0,Rihanna
22,2017-01-21,All Time Low,Jon Bellion,16.0,16.0,13.0,Jon Bellion
23,2017-01-21,Treat You Better,Shawn Mendes,24.0,6.0,31.0,Shawn Mendes
24,2017-01-21,OOOUUU,Young M.A,19.0,19.0,19.0,Young M.A
25,2017-01-21,I Feel It Coming,The Weeknd Featuring Daft Punk,34.0,22.0,7.0,The Weeknd Featuring Daft Punk
26,2017-01-21,Cheap Thrills,Sia Featuring Sean Paul,30.0,1.0,47.0,Sia Featuring Sean Paul
27,2017-01-21,This Town,Niall Horan,20.0,20.0,15.0,Niall Horan
28,2017-01-21,In The Name Of Love,Martin Garrix & Bebe Rexha,26.0,24.0,21.0,Martin Garrix Featuring Bebe Rexha
29,2017-01-21,Don't Let Me Down,The Chainsmokers Featuring Daya,37.0,3.0,47.0,The Chainsmokers Featuring Daya
30,2017-01-21,Blue Ain't Your Color,Keith Urban,28.0,24.0,17.0,Keith Urban
31,2017-01-21,Love Me Now,John Legend,39.0,23.0,11.0,John Legend
32,2017-01-21,The Greatest,Sia Featuring Kendrick Lamar,27.0,18.0,18.0,Sia Featuring Kendrick Lamar
33,2017-01-21,I Hate U I Love U,gnash Featuring Olivia O'Brien,31.0,10.0,38.0,gnash Featuring Olivia O'Brien
34,2017-01-21,Cold Water,Major Lazer Featuring Justin Bieber & MO,38.0,2.0,24.0,Major Lazer Featuring Justin Bieber Featuring MO
35,2017-01-21,Chill Bill,Rob stone Featuring J. Davis & Spooks,29.0,29.0,23.0,Rob stone Featuring J. Davis & Spooks
36,2017-01-21,X,21 Savage & Metro Boomin Featuring Future,36.0,36.0,17.0,21 Savage Featuring Metro Boomin Featuring Future
37,2017-01-21,Say You Won't Let Go,James Arthur,50.0,37.0,11.0,James Arthur
38,2017-01-21,Water Under The Bridge,Adele,44.0,38.0,9.0,Adele
39,2017-01-21,Unsteady,X Ambassadors,40.0,20.0,34.0,X Ambassadors
40,2017-01-21,You Was Right,Lil Uzi Vert,42.0,40.0,26.0,Lil Uzi Vert
41,2017-01-21,How Far I'll Go,Auli'i Cravalho,49.0,41.0,6.0,Auli'i Cravalho
42,2017-01-21,May We All,Florida Georgia Line Featuring Tim McGraw,45.0,30.0,19.0,Florida Georgia Line Featuring Tim McGraw
43,2017-01-21,No Heart,21 Savage & Metro Boomin,43.0,43.0,11.0,21 Savage Featuring Metro Boomin
44,2017-01-21,Better Man,Little Big Town,55.0,44.0,10.0,Little Big Town
45,2017-01-21,Used To This,Future Featuring Drake,52.0,14.0,9.0,Future Featuring Drake
46,2017-01-21,Wanna Be That Song,Brett Eldredge,48.0,46.0,14.0,Brett Eldredge
47,2017-01-21,Deja Vu,J. Cole,46.0,7.0,4.0,J. Cole
48,2017-01-21,Dirty Laundry,Carrie Underwood,54.0,48.0,12.0,Carrie Underwood
49,2017-01-21,Party Monster,The Weeknd,53.0,16.0,7.0,The Weeknd
50,2017-01-21,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,56.0,50.0,20.0,DJ ESCO Featuring Future Featuring Lil Uzi Vert
51,2017-01-21,Chantaje,Shakira Featuring Maluma,63.0,51.0,8.0,Shakira Featuring Maluma
52,2017-01-21,Both,Gucci Mane Featuring Drake,57.0,41.0,3.0,Gucci Mane Featuring Drake
53,2017-01-21,Party,Chris Brown Featuring Usher & Gucci Mane,58.0,53.0,3.0,Chris Brown Featuring Usher Featuring Gucci Mane
54,2017-01-21,A Guy With A Girl,Blake Shelton,60.0,54.0,8.0,Blake Shelton
55,2017-01-21,Make Me (Cry),Noah Cyrus Featuring Labrinth,77.0,55.0,4.0,Noah Cyrus Featuring Labrinth
56,2017-01-21,HandClap,Fitz And The Tantrums,67.0,56.0,15.0,Fitz And The Tantrums
57,2017-01-21,Star Of The Show,Thomas Rhett,59.0,57.0,10.0,Thomas Rhett
58,2017-01-21,How Far I'll Go,Alessia Cara,69.0,58.0,5.0,Alessia Cara
59,2017-01-21,Dirt On My Boots,Jon Pardi,64.0,59.0,5.0,Jon Pardi
60,2017-01-21,Selfish,PnB Rock,51.0,51.0,9.0,PnB Rock
61,2017-01-21,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,78.0,61.0,5.0,Clean Bandit Featuring Sean Paul Featuring Anne-Marie
62,2017-01-21,iSpy,KYLE Featuring Lil Yachty,80.0,62.0,2.0,KYLE Featuring Lil Yachty
63,2017-01-21,Sneakin',Drake Featuring 21 Savage,66.0,28.0,11.0,Drake Featuring 21 Savage
64,2017-01-21,Neighbors,J. Cole,61.0,13.0,4.0,J. Cole
65,2017-01-21,You're Welcome,Dwayne Johnson,73.0,65.0,6.0,Dwayne Johnson
66,2017-01-21,Song For Another Time,Old Dominion,72.0,59.0,15.0,Old Dominion
67,2017-01-21,Sleep Without You,Brett Young,62.0,47.0,17.0,Brett Young
