Unnamed: 0,Week,Song,Artist,Last week,Peak position,Weeks on chart,Artist_fix
1,1999-01-02,I'm Your Angel,R. Kelly & Celine Dion,1.0,1.0,5.0,R. Kelly Featuring Celine Dion
2,1999-01-02,Nobody's Supposed To Be Here,Deborah Cox,2.0,2.0,14.0,Deborah Cox
3,1999-01-02,Lately,Divine,3.0,1.0,17.0,Divine
4,1999-01-02,...Baby One More Time,Britney Spears,5.0,4.0,7.0,Britney Spears
5,1999-01-02,Because Of You,98 Degrees,6.0,3.0,14.0,98 Degrees
6,1999-01-02,From This Moment On,Shania Twain,4.0,4.0,5.0,Shania Twain
7,1999-01-02,Doo Wop (That Thing),Lauryn Hill,7.0,1.0,8.0,Lauryn Hill
8,1999-01-02,Trippin',Total Featuring Missy Elliott,12.0,8.0,9.0,Total Featuring Missy Elliott
9,1999-01-02,Have You Ever?,Brandy,9.0,9.0,5.0,Brandy
10,1999-01-02,Love Like This,Faith Evans,8.0,7.0,8.0,Faith Evans
11,1999-01-02,Goodbye,Spice Girls,11.0,11.0,2.0,Spice Girls
12,1999-01-02,Lullaby,Shawn Mullins,10.0,8.0,5.0,Shawn Mullins
13,1999-01-02,Save Tonight,Eagle-Eye Cherry,13.0,12.0,5.0,Eagle-Eye Cherry
14,1999-01-02,This Kiss,Faith Hill,14.0,7.0,42.0,Faith Hill
15,1999-01-02,Hands,Jewel,15.0,15.0,5.0,Jewel
16,1999-01-02,Slide,Goo Goo Dolls,17.0,16.0,5.0,Goo Goo Dolls
17,1999-01-02,Jumper,Third Eye Blind,16.0,15.0,5.0,Third Eye Blind
18,1999-01-02,Love Me,112 Featuring Mase,21.0,17.0,11.0,112 Featuring Mase
19,1999-01-02,I Don't Want To Miss A Thing,Mark Chesnutt,47.0,19.0,3.0,Mark Chesnutt
20,1999-01-02,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,20.0,20.0,14.0,Jay-Z Featuring Amil Of Major Coinz Featuring Ja
21,1999-01-02,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,46.0,21.0,7.0,Mo Thugs Family Featuring Bone Thugs-N-Harmony
22,1999-01-02,Iris,Goo Goo Dolls,18.0,9.0,5.0,Goo Goo Dolls
23,1999-01-02,The First Night,Monica,19.0,1.0,21.0,Monica
24,1999-01-02,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink,25.0,24.0,5.0,BLACKstreet Featuring Mya Featuring Mase Featuring Blinky Blink
25,1999-01-02,Angel,Sarah McLachlan,28.0,25.0,5.0,Sarah McLachlan
26,1999-01-02,I'll Be,Edwin McCain,22.0,5.0,15.0,Edwin McCain
27,1999-01-02,My Favorite Mistake,Sheryl Crow,24.0,20.0,5.0,Sheryl Crow
